effect_bundles_tables	3
key	localised_description	localised_title	bundle_target	priority	ui_icon	is_global_effect
wh2_dlc13_wanted_level_enemy_buff_1	You are more than a little unwelcome – the enemy are starting to take more notice of you.	Level 1 – Hostile (10)	force	1	hunter_effect_icons_wanted_level.png	true
wh2_dlc13_wanted_level_enemy_buff_2	You have agitated the enemy further – they now take heed of your aggression.	Level 2 – Very Hostile (20)	force	1	hunter_effect_icons_wanted_level.png	true
wh2_dlc13_wanted_level_enemy_buff_3	Your actions have made you a prime target for the enemy.	Level 3 – Extremely Hostile (30)	force	1	hunter_effect_icons_wanted_level.png	true
wh2_dlc13_wanted_level_enemy_buff_4	The enemy bays for your blood – best be on your guard!	Level 4 – Severely Hostile (40)	force	1	hunter_effect_icons_wanted_level.png	true
wh2_dlc13_wanted_level_enemy_buff_5	Your warmongering ways have put you right at the top of the enemy’s hitlist!	Level 5 – Condemned! (50)	force	1	hunter_effect_icons_wanted_level.png	true
wh2_dlc13_wulfhart_favor_of_A_dummy	Backing this Elector’s preferred course of action will grant you {{tr:elector_count_A}}’s favour.	Favour of {{tr:elector_count_A}}	faction	1	hunter_effect_icons_loyalty_green.png	false
wh2_dlc13_wulfhart_favor_of_B_dummy	Backing this Elector’s preferred course of action will grant you {{tr:elector_count_B}}’s favour.	Favour of {{tr:elector_count_B}}	faction	1	hunter_effect_icons_loyalty_green.png	false
wh2_dlc13_wulfhart_favor_of_C_dummy	Backing this Elector’s preferred course of action will grant you {{tr:elector_count_C}}’s favour.	Favour of {{tr:elector_count_C}}	faction	1	hunter_effect_icons_loyalty_green.png	false
wh2_dlc13_wulfhart_favor_of_D_dummy	Backing this Elector’s preferred course of action will grant you {{tr:elector_count_D}}’s favour.	Favour of {{tr:elector_count_D}}	faction	1	hunter_effect_icons_loyalty_green.png	false
wh2_dlc13_wulfhart_favor_of_E_dummy	Backing this Elector’s preferred course of action will grant you {{tr:elector_count_E}}’s favour.	Favour of {{tr:elector_count_E}}	faction	1	hunter_effect_icons_loyalty_green.png	false
wh2_dlc13_wulfhart_favor_of_F_dummy	Backing this Elector’s preferred course of action will grant you {{tr:elector_count_F}}’s favour.	Favour of {{tr:elector_count_F}}	faction	1	hunter_effect_icons_loyalty_green.png	false
wh2_dlc13_wulfhart_favor_of_G_dummy	Backing this Elector’s preferred course of action will grant you {{tr:elector_count_G}}’s favour.	Favour of {{tr:elector_count_G}}	faction	1	hunter_effect_icons_loyalty_green.png	false
wh2_dlc13_wulfhart_favor_of_H_dummy	Backing this Elector’s preferred course of action will grant you {{tr:elector_count_H}}’s favour.	Favour of {{tr:elector_count_H}}	faction	1	hunter_effect_icons_loyalty_green.png	false
wh2_dlc13_wulfhart_favor_of_I_dummy	Backing this Elector’s preferred course of action will grant you {{tr:elector_count_I}}’s favour.	Favour of {{tr:elector_count_I}}	faction	1	hunter_effect_icons_loyalty_green.png	false
wh2_dlc13_wulfhart_favor_of_J_dummy	Backing this Elector’s preferred course of action will grant you {{tr:elector_count_J}}’s favour.	Favour of {{tr:elector_count_J}}	faction	1	hunter_effect_icons_loyalty_green.png	false
wh2_dlc13_wulfhart_growth_decrease	Resources intended for the expedition need to be reappropriated for other Imperial matters.	Diverted Supplies	faction	1	growth.png	true
wh2_dlc13_wulfhart_imperial_supply_delay	Resources intended for the expedition need to be reappropriated for other Imperial matters.	Diverted Supplies	faction	1	hunter_effect_icons_imperial_supplies.png	true
wh2_dlc13_wulfhart_morale_increase	You have gained the vital support of a powerful Elector Count.	Elector’s Favour	faction	1	hunter_effect_icons_imperial_supplies.png	true
wh2_dlc13_wulfhart_port_income_decrease	Funds earmarked for the expedition’s military spending need to be redirected to help other Imperial matters.	Diverted Funds	faction	1	income.png	true
wh2_dlc13_wulfhart_pulic_order_increase	You have gained the vital support of a powerful Elector Count.	Elector’s Favour	faction	1	hunter_effect_icons_imperial_supplies.png	true
wh2_dlc13_wulfhart_recruit_cost_increase	Funds earmarked for the expedition’s military spending need to be redirected to help other Imperial matters.	Diverted Funds	faction	1	treasury.png	true
wh2_dlc13_wulfhart_replenish_decrease	Resources intended for the expedition need to be reappropriated for other Imperial matters.	Diverted Supplies	faction	1	replenishment.png	true
wh2_dlc13_wulfhart_stronger_imperial_supply	You have gained the vital support of a powerful Elector Count.	Elector’s Favour	faction	1	hunter_effect_icons_imperial_supplies.png	true
wh2_dlc13_wulfhart_wanted_bar_increase	The expedition has more attention from its enemies due to the actions of an Elector Count back in the Empire.	Heightened Tensions	faction	1	hunter_effect_icons_wanted_level.png	true
wh2_dlc14_anc_follower_malus_bruglir	Malus' eldest brother, a renowned captain and Corsair in his own right, is conducting an incestuous relationship with his own sister, Yasmir.	Bruglir	character	1	public_order.png	true
wh2_dlc14_anc_follower_malus_hathan_gul	In a failed assassination attempt, Hathan Gul was the captain of the Manticore tasked with killing Malus on his father Lurhan's orders.	Spirit of Hathan Gul	character	1	public_order.png	true
wh2_dlc14_anc_follower_malus_lhunara	Though she remains the closest Malus has ever come to a true love, Lhunara died by his hand, and having pledged devotion to Chaos, was resurrected by the Ruinous Powers that she might take her revenge.	Spirit of Lhunara	character	1	public_order.png	true
wh2_dlc14_anc_follower_malus_silar	Malus' captain of guards is the closest a Dark Elf can possibly get to being honourable and dutiful, and so remains one of an extremely small group whom the tyrant feel he can trust.	Silar	character	1	public_order.png	true
wh2_dlc14_bundle_banner_jean_claude_sartre	 	Jean Claude Sartre's Banner	character	1	public_order.png	true
wh2_dlc14_bundle_banner_pierre_darden	 	Pierre d'Arden's Banner	character	1	public_order.png	true
wh2_dlc14_bundle_banner_rene_de_cartes	 	Rene de Cartes' Banner	character	1	public_order.png	true
wh2_dlc14_bundle_def_raiding_seasons	Dark Elves are in constant need of slaves to fuel their economy. As such, the Druchii have taken to the sea to raid distant shores.	Raiding Season	faction	1	edict_def_increase_slave_production_quota.png	true
wh2_dlc14_bundle_desert_supplies	Desert thirst makes for parched mouths and frail armies; having recently entered a settlement, the waterskins still hydrate the warriors – for now.	Water Supplies	force	1	wet_mitch.png	true
wh2_dlc14_bundle_dust_cap_1	 	 	faction	0		true
wh2_dlc14_bundle_dust_cap_2	 	 	faction	0		true
wh2_dlc14_bundle_dust_cap_3	 	 	faction	0		true
wh2_dlc14_bundle_dust_cap_4	 	 	faction	0		true
wh2_dlc14_bundle_dust_cap_5	 	 	faction	0		true
wh2_dlc14_bundle_dust_cooldown_dummy	 	 	faction	1		true
wh2_dlc14_bundle_dust_payload_qb_dummy	Finally, Snikch has located the mysterious power! Should he decide to keep it for himself, not even his master – nor any of the Lords or Decay for that matter – will be able to challenge him!	The Dark Power	faction	1	religion_skaven.png	true
wh2_dlc14_bundle_malus_vortex_remove_resource	hidden	Remove vortex resource	faction	1		true
wh2_dlc14_bundle_objective_invasion	[HIDDEN]	[HIDDEN]	force	0		true
wh2_dlc14_bundle_scripted_force_ambush	[HIDDEN] effect bundle forces this force to be ambushed	[HIDDEN] scripted effect	force	0		true
wh2_dlc14_bundle_snikch_tzarkan	Snikch’s Weeping Blades seem to have a mind of their own, now possessed by the Drinker of Worlds. The Deathmaster’s prized weapons will forever afflict him with Tz’arkan’s daemonic torment!	Drinker of Worlds	character	1	wh2_dlc14_def_posession.png	true
wh2_dlc14_final_battle_ability_summon_snikch_enable	ph	ph	force	0		true
wh2_dlc14_lord_trait_brt_repanse	All assembled were willing to follow the banner of Repanse de Lyonesse, regardless of the peril. They did so because they were the sons of the dukedom of Lyonesse, and like the young Knights Errant, were convinced that the spirit of the Lady herself moved within Repanse and gave them holy purpose on the battlefield.	Damsel of War	faction	1	character.png	false
wh2_dlc14_lord_trait_def_malus	With his blackened soul forcibly fused to that of the treacherous Daemon Tz’arkan, Malus Darkblade is one of the most powerful and unpredictable Dreadlords of the Druchii, renowned for his dark determination and quenchless avarice for power.	Tyrant of Hag Graef	faction	1	character.png	false
wh2_dlc14_lord_trait_lzd_snikch	An invisible network of sneaky, backstabbing operatives makes Eshin the Skaven’s most feared clan, led by the most dreaded assassin of them all. When the Deathmaster is unleashed upon a target, there is not a king, noble, chief or warlord who is safe from the deadly steel blur of his whip-like tail.	Chief Assassin of Clan Eshin	faction	1	character.png	false
wh2_dlc14_payload_brt_repanse_deserts_ruler	Another pile of bones trampled into the dust and scattered on the winds; another ancient name crossed off our list.	The Desert's "Ruler"	faction	1	morale.png	true
wh2_dlc14_payload_brt_repanse_oh_rats	Not even these rats were sneaky enough to get past us – let them disappear back down their filthy holes where they belong!	Pest Control	faction	1	melee.png	true
wh2_dlc14_payload_brt_repanse_vampiric_scorchers	The Lady shall protect us as we march forth in Her blessed name!	Vampiric Scorchers	faction	1	religion.png	true
wh2_dlc14_payload_eshin_actions_ambush_camp	Using the “Eshin Whispers” technique, a spy has spread a feeling of distrust and malice amongst the army’s combatants.	Infiltrated Camp	force	1	morale.png	true
wh2_dlc14_payload_eshin_actions_cause_disorder	Unseen agent provocateurs have been hard at work, aiding and abetting the rebels to cause maximum disorder.	Rebels Roused	region	1	public_order.png	true
wh2_dlc14_payload_eshin_actions_sewer_pestilence	The sewers and rivers flow green with a vile toxin, releasing a deadly effervescence that is blighting the population with horrible disease.	Contagion Released	region	1	plague.png	true
wh2_dlc14_payload_eshin_actions_steal_ancillary	Someone's pockets, armoury or entourage has just become a little bit lighter…	Finders, Keepers!	faction	1	character.png	true
wh2_dlc14_payload_eshin_actions_steal_money	Someone has broken into the chambers and opened the vaults and stolen coins!	Stolen Money	province	1	treasury.png	true
wh2_dlc14_payload_eshin_actions_steal_technology	Using every filthy-dirty trick-scheme in the book, those insidious agents of Clan Eshin have successfully stolen technologies from another Skaven clan.	Stolen Technologies	faction	1	technology.png	true
wh2_dlc14_payload_malus_growth	Malus' followers are inspired by his boundless drive and ambition to create a sustainable base of operations for their raids into the Southlands.	New Frontier	faction	1	growth.png	true
wh2_dlc14_payload_malus_public_order	Removing his greatest rival from the stage has given Malus full control, at least for a time.	Everything Under Control	faction	1	public_order.png	true
wh2_dlc14_payload_malus_vortex_objective_1	It is never a surprise to have the Skaven attack at random. Barely legible scribbles on a missive recovered from one of the wretches seems to indicate as much:\n"Find and hunt! Find and hunt!"	Damaged Missive I	faction	1	religion_skaven.png	true
wh2_dlc14_payload_malus_vortex_objective_2	Is it the scrolls the Skaven are after? Through a recovered missive, partly burned in a poorly attempted cover-up, it appears these are targeted attacks:\n“Go kill-kill target, now-now!”	Damaged Missive II	faction	1	religion_skaven.png	true
wh2_dlc14_payload_malus_vortex_objective_3	These incessant rats must be part of a hit-squad! Their latest recovered missive reveals their increasing desperation to kill Malus:\n”Target too strong! Need more, need better troops!”	Damaged Missive III	faction	1	religion_skaven.png	true
wh2_dlc14_payload_malus_vortex_objective_4	There’s no mistaking the Skaven’s intentions now. The message is clear:\n”Eshin directive: Murder-kill Elf-thing, cut him open, steal-take Daemon-thing!”	Damaged Missive IV	faction	1	religion_skaven.png	true
wh2_dlc14_payload_malus_vortex_objective_5	Malus has satisfied the Witch King’s demands for worldly domination, so has been granted the Elixir’s recipe and the costless means of its production.	Elixir Recipe	faction	1	icon_flask	true
wh2_dlc14_payload_mirage_first	Our soldiers are quick to rise in defence of our cause, and naturally, their lives.	Quick Defence	faction	1	defence.png	true
wh2_dlc14_payload_mirage_second	We fight, swords forward, and without the burden of fear.	Charged Up	faction	1	charge.png	true
wh2_dlc14_payload_snikch_vortex_mission_dummy	Snikch has followed his master’s orders but is expected to continue searching tirelessly until the mysterious power is found.	The Nightlord’s Favour	faction	1	religion_skaven.png	true
wh2_dlc14_payload_trees_greens_first	We move quickly to face our enemies – with speed but without the haste that leads to defeat.	Sending Aid	faction	1	campaign_movement.png	true
wh2_dlc14_payload_trees_greens_second	All have heard the call – now our armies grow to face our foes head-on.	Preparing to Fight	faction	1	experience.png	true
wh2_dlc14_pooled_resource_eshin_reputation_mors_1	Clan Mors Reputation	Hostile (-20 to -11)	faction	1	mors_reputation.png	false
wh2_dlc14_pooled_resource_eshin_reputation_mors_2	Clan Mors Reputation	Unfriendly (-10 to -1)	faction	1	mors_reputation.png	false
wh2_dlc14_pooled_resource_eshin_reputation_mors_3	Clan Mors Reputation	Indifferent (0)	faction	1	mors_reputation.png	false
wh2_dlc14_pooled_resource_eshin_reputation_mors_4	Clan Mors Reputation	Friendly (1 to 19)	faction	1	mors_reputation.png	false
wh2_dlc14_pooled_resource_eshin_reputation_mors_5	Clan Mors Reputation	Honoured (20 to 39)	faction	1	mors_reputation.png	false
wh2_dlc14_pooled_resource_eshin_reputation_mors_6	Clan Mors Reputation	Revered (40 to 79)	faction	1	mors_reputation.png	false
wh2_dlc14_pooled_resource_eshin_reputation_mors_7	Clan Mors Reputation	Exalted (80-100)	faction	1	mors_reputation.png	false
wh2_dlc14_pooled_resource_eshin_reputation_moulder_1	Clan Moulder Reputation	Hostile (-20 to -11)	faction	1	moulder_reputation.png	false
wh2_dlc14_pooled_resource_eshin_reputation_moulder_2	Clan Moulder Reputation	Unfriendly (-10 to -1)	faction	1	moulder_reputation.png	false
wh2_dlc14_pooled_resource_eshin_reputation_moulder_3	Clan Moulder Reputation	Indifferent (0)	faction	1	moulder_reputation.png	false
wh2_dlc14_pooled_resource_eshin_reputation_moulder_4	Clan Moulder Reputation	Friendly (1 to 19)	faction	1	moulder_reputation.png	false
wh2_dlc14_pooled_resource_eshin_reputation_moulder_5	Clan Moulder Reputation	Honoured (20 to 39)	faction	1	moulder_reputation.png	false
wh2_dlc14_pooled_resource_eshin_reputation_moulder_6	Clan Moulder Reputation	Revered (40 to 79)	faction	1	moulder_reputation.png	false
wh2_dlc14_pooled_resource_eshin_reputation_moulder_7	Clan Moulder Reputation	Exalted (80-100)	faction	1	moulder_reputation.png	false
wh2_dlc14_pooled_resource_eshin_reputation_pestilens_1	Clan Pestilens Reputation	Hostile (-20 to -11)	faction	1	pestilens_reputation.png	false
wh2_dlc14_pooled_resource_eshin_reputation_pestilens_2	Clan Pestilens Reputation	Unfriendly (-10 to -1)	faction	1	pestilens_reputation.png	false
wh2_dlc14_pooled_resource_eshin_reputation_pestilens_3	Clan Pestilens Reputation	Indifferent (0)	faction	1	pestilens_reputation.png	false
wh2_dlc14_pooled_resource_eshin_reputation_pestilens_4	Clan Pestilens Reputation	Friendly (1 to 19)	faction	1	pestilens_reputation.png	false
wh2_dlc14_pooled_resource_eshin_reputation_pestilens_5	Clan Pestilens Reputation	Honoured (20 to 39)	faction	1	pestilens_reputation.png	false
wh2_dlc14_pooled_resource_eshin_reputation_pestilens_6	Clan Pestilens Reputation	Revered (40 to 79)	faction	1	pestilens_reputation.png	false
wh2_dlc14_pooled_resource_eshin_reputation_pestilens_7	Clan Pestilens Reputation	Exalted (80-100)	faction	1	pestilens_reputation.png	false
wh2_dlc14_pooled_resource_eshin_reputation_skyre_1	Clan Skryre Reputation	Hostile (-20 to -11)	faction	1	skryre_reputation.png	false
wh2_dlc14_pooled_resource_eshin_reputation_skyre_2	Clan Skryre Reputation	Unfriendly (-10 to -1)	faction	1	skryre_reputation.png	false
wh2_dlc14_pooled_resource_eshin_reputation_skyre_3	Clan Skryre Reputation	Indifferent (0)	faction	1	skryre_reputation.png	false
wh2_dlc14_pooled_resource_eshin_reputation_skyre_4	Clan Skryre Reputation	Friendly (1 to 19)	faction	1	skryre_reputation.png	false
wh2_dlc14_pooled_resource_eshin_reputation_skyre_5	Clan Skryre Reputation	Honoured (20 to 39)	faction	1	skryre_reputation.png	false
wh2_dlc14_pooled_resource_eshin_reputation_skyre_6	Clan Skryre Reputation	Revered (40 to 79)	faction	1	skryre_reputation.png	false
wh2_dlc14_pooled_resource_eshin_reputation_skyre_7	Clan Skryre Reputation	Exalted (80-100)	faction	1	skryre_reputation.png	false
wh2_dlc14_pooled_resource_malus_sanity_1	Daemonic influence is weak, to a point where Malus feels like he is in full control	Full Control (-10)	faction	1	wh2_dlc14_def_posession.png	true
wh2_dlc14_pooled_resource_malus_sanity_2	Daemonic influence is weak, but Malus feels its presence	Very Low Possession (-9 to -6)	faction	1	wh2_dlc14_def_posession.png	true
wh2_dlc14_pooled_resource_malus_sanity_3	Daemonic influence is weak, but Malus hears faint whispers	Low Possession (-5 to -1)	faction	1	wh2_dlc14_def_posession.png	true
wh2_dlc14_pooled_resource_malus_sanity_4	Daemonic influence is increasing; getting a faint vision of the presence	Neutral Possession (0)	faction	1	wh2_dlc14_def_posession.png	true
wh2_dlc14_pooled_resource_malus_sanity_4_character	Daemonic influence is increasing; getting a faint vision of the presence	Low Possession (-10 to 0)	character	1	wh2_dlc14_def_posession.png	true
wh2_dlc14_pooled_resource_malus_sanity_5	Daemonic influence grows stronger; a voice is clearly heard	Medium Possession (1 to 5)	faction	1	wh2_dlc14_def_posession.png	true
wh2_dlc14_pooled_resource_malus_sanity_5_character	Daemonic influence grows stronger; a voice is clearly heard	Medium Possession (1 to 5)	character	1	wh2_dlc14_def_posession.png	true
wh2_dlc14_pooled_resource_malus_sanity_6	Daemonic influence is strong; Tz'arkan is clearly visible	High Possession (6 to 9)	faction	1	wh2_dlc14_def_posession.png	true
wh2_dlc14_pooled_resource_malus_sanity_6_character	Daemonic influence is strong; Tz'arkan is clearly visible	High Possession (6 to 9)	character	1	wh2_dlc14_def_posession.png	true
wh2_dlc14_pooled_resource_malus_sanity_7	Daemonic influence is absolute; Tz'arkan does not shut up	Full Possession (10)	faction	1	wh2_dlc14_def_posession.png	true
wh2_dlc14_pooled_resource_malus_sanity_7_character	Daemonic influence is absolute; Tz'arkan does not shut up	Full Possession (10)	character	1	wh2_dlc14_def_posession.png	true
wh2_dlc14_pooled_resource_malus_sanity_ai	Daemonic influence is absolute; Tz'arkan does not shut up	Full Possession (10)	character	1	wh2_dlc14_def_posession.png	true
wh2_dlc14_ritual_eshin_revitalizing	{{tr:wh2_dlc14_ritual_skv_revitalizing_description}}	The Revitalising Scheme	faction	1	effect_rite.png	true
wh2_dlc14_ritual_eshin_sudden_kill	{{tr:wh2_dlc14_ritual_skv_sudden_kill_description}}	The Sudden Kill Scheme	faction	1	effect_rite.png	true
wh2_dlc15_anc_magic_standard_blacktoofs_head_in_a_jar	Power-saturated and incredibly annoying, Blacktoof’s blabbering head enables frightening manifestations when in the hands of a spellcaster. Time will tell whether his words will lead Grom to his ultimate prize, or are simply the ramblings of a lunatic.	Blacktoof's Head in a Jar	character	1	public_order.png	true
wh2_dlc15_bundle_athel_tamarha_hq_1	 	 	faction	0		true
wh2_dlc15_bundle_athel_tamarha_hq_2	 	 	faction	0		true
wh2_dlc15_bundle_athel_tamarha_influence_1	 	 	faction	0		true
wh2_dlc15_bundle_athel_tamarha_influence_2	 	 	faction	0		true
wh2_dlc15_bundle_athel_tamarha_interrogation_1	 	 	faction	0		true
wh2_dlc15_bundle_athel_tamarha_interrogation_2	 	 	faction	0		true
wh2_dlc15_bundle_athel_tamarha_mist_0	 	 	faction	0		true
wh2_dlc15_bundle_athel_tamarha_mist_1	 	 	faction	0		true
wh2_dlc15_bundle_athel_tamarha_mist_2	 	 	faction	0		true
wh2_dlc15_bundle_athel_tamarha_mistwalker_stats_1	 	 	faction	0		true
wh2_dlc15_bundle_athel_tamarha_mistwalker_stats_2	 	 	faction	0		true
wh2_dlc15_bundle_athel_tamarha_mistwalkers_melee_1	 	 	faction	0		true
wh2_dlc15_bundle_athel_tamarha_mistwalkers_melee_2	 	 	faction	0		true
wh2_dlc15_bundle_athel_tamarha_mistwalkers_ranged_1	 	 	faction	0		true
wh2_dlc15_bundle_athel_tamarha_mistwalkers_ranged_2	 	 	faction	0		true
wh2_dlc15_bundle_athel_tamarha_prison_1	 	 	faction	0		true
wh2_dlc15_bundle_athel_tamarha_prison_2	 	 	faction	0		true
wh2_dlc15_bundle_athel_tamarha_ruin	 	 	faction	0		true
wh2_dlc15_bundle_azhags_big_waaagh_army_ability	HIDDEN	Azhag's Big Waaagh!	force	0		true
wh2_dlc15_bundle_beserk	 	 	force	0		true
wh2_dlc15_bundle_blood_frenzy	 	 	force	0		true
wh2_dlc15_bundle_chill	 	 	force	0		true
wh2_dlc15_bundle_doom_diver_strike_army_ability	ph	Doom Diver Strike	force	0		true
wh2_dlc15_bundle_doom_diver_strike_enhanced_army_ability	ph	Doom Diver Strike	force	0		true
wh2_dlc15_bundle_eltharion_greenskin_camp_reward_1	 	Into the Badlands	faction	1	groms_head.png	true
wh2_dlc15_bundle_eltharion_greenskin_camp_reward_2	 	Miasma in the Mountains	faction	1	groms_head.png	true
wh2_dlc15_bundle_eltharion_greenskin_camp_reward_3	 	Jungle Purge	faction	1	groms_head.png	true
wh2_dlc15_bundle_eltharion_greenskins_purge	Having heard of this force's brutal effectiveness in purging the Greenskin menace, the citizens of Yvresse are eager to volunteer to serve.	Yvresse Avenged	force	1	turns.png	true
wh2_dlc15_bundle_executed_prisoner_influence	A brutal decision, but a favourable one. Rumours of your decisive course of action echo through the courts of Ulthuan.	Executed Prisoner	faction	1	intrigue.png	true
wh2_dlc15_bundle_generic_negative_diplomacy_high_elves	Your actions have alienated the Elves of Ulthuan.	Elven Conflict	faction	1	diplomacy.png	true
wh2_dlc15_bundle_generic_positive_diplomacy_high_elves	Even the most aloof courtiers of Ulthuan are impressed by your tact and grace.	Welcome at Court	faction	1	diplomacy.png	true
wh2_dlc15_bundle_greenskins_quest_battle_waaagh	 	 	force	0		true
wh2_dlc15_bundle_grimgors_big_waaagh_army_ability	HIDDEN	Grimgor's Big Waaagh!	force	0		true
wh2_dlc15_bundle_grn_grimgor_battle_army_abilities_waaagh	 	 	force	0		true
wh2_dlc15_bundle_groms_big_waaagh_army_ability	HIDDEN	Grom's Big Waaagh!	force	0		true
wh2_dlc15_bundle_incident_grn_waaagh_success	 	Waaagh! Mobs Retained	faction	1	waaagh_charge.png	true
wh2_dlc15_bundle_indoctrinated_prisoner_influence	Your persuading of an enemy to operate for the cause of the Asur has not gone unnoticed by your peers.	Indoctrinated Prisoner	faction	1	intrigue.png	true
wh2_dlc15_bundle_invocation_of_ending_army_ability	ph	Invocation of Ending	force	0		true
wh2_dlc15_bundle_oath_of_replenishment_upgraded_army_ability	ph	Oath of Replenishment	force	0		true
wh2_dlc15_bundle_primal_rage	 	 	force	0		true
wh2_dlc15_bundle_rage	 	 	force	0		true
wh2_dlc15_bundle_rebirth	 	 	force	1		true
wh2_dlc15_bundle_regeneration	 	 	force	0		true
wh2_dlc15_bundle_skarsniks_big_waaagh_army_ability	HIDDEN	Skarsnik's Big Waaagh!	force	0		true
wh2_dlc15_bundle_summon_the_sentinals_upgraded_army_ability	ph	Summon the Sentinals	force	0		true
wh2_dlc15_bundle_talisman_of_hoeth_army_ability	 	 	force	0		true
wh2_dlc15_bundle_tor_yvresse_all_traps_army_abilities	zzapp splash whoosh	ITSA TRAP!	force	0		true
wh2_dlc15_bundle_wardens_cage	There are empty prison cells in Athel Tamarha. Enemies can be captured in battle and detained to help your cause.	Warden's Cage	faction	1	wardens_cage.png	true
wh2_dlc15_bundle_wurrzags_big_waaagh_army_ability	HIDDEN	Wurrzag's Big Waaagh!	force	0		true
wh2_dlc15_bundle_yvresse_defence_0	 	Yvresse Defence Level - 0	faction	1		false
wh2_dlc15_bundle_yvresse_defence_1	 	Yvresse Defence Level - 1	faction	1		false
wh2_dlc15_bundle_yvresse_defence_2	 	Yvresse Defence Level - 2	faction	1		false
wh2_dlc15_bundle_yvresse_defence_3	 	Yvresse Defence Level - 3	faction	1		false
wh2_dlc15_bundle_yvresse_defence_dummy_1	 [[img:yvresse_defence_level_increase]][[/img]] Ladrielle's Blessings: 25 to 49	Yvresse Defence Level 1	faction	1	yvresse_defence_level_increase.png	true
wh2_dlc15_bundle_yvresse_defence_dummy_2	[[img:yvresse_defence_level_increase]][[/img]] Ladrielle's Blessings: 50 to 74	Yvresse Defence Level 2	faction	1	yvresse_defence_level_increase.png	true
wh2_dlc15_bundle_yvresse_defence_dummy_3	[[img:yvresse_defence_level_increase]][[/img]] Ladrielle's Blessings: 75 to 100	Yvresse Defence Level 3	faction	1	yvresse_defence_level_increase.png	true
wh2_dlc15_dragon_choice_buff_dummy	As the Dragon Prince, you are one of the privileged few with whom the Wyrms of war will divulge their secrets.	Knowledge of the Ancients	faction	0	dragon_effect.png	false
wh2_dlc15_dragon_choice_challenge_generic_dummy	You have no intention of slaying a Dragon ally, but a display of war prowess will prove you a great commander deserving of its loyalty.	The Ritual of War	faction	0	dragon_effect.png	false
wh2_dlc15_dragon_choice_challenge_special_dummy	You have no intention of slaying a Dragon ally, but a display of war prowess will prove you a great commander deserving of its loyalty.	The Ritual of War	faction	0	dragon_effect.png	false
wh2_dlc15_dragon_choice_influence_dummy	It is ill-advised to draw your ire in courtly matters, for the Dragon Prince is associated with those that none dare cross.	A Drake’s Accord	faction	0	dragon_effect.png	false
wh2_dlc15_dragon_choice_leave_dummy	Your path may have crossed with this Dragon, but that does not mean its current destiny is intertwined with yours.	Forbearance	faction	0	dragon_effect.png	false
wh2_dlc15_food_animal_1	"Got some ‘airs still stuck on, but still tastier than gobbo meat!"	Boar meat	faction	1		true
wh2_dlc15_food_animal_2	"Tore dem off sum gitz wot tried ta rob me in Badlands. You’s not above cannabul-ism, no?"	Goblin legs	faction	1		true
wh2_dlc15_food_animal_3	"Gamey, but tasty! Ya only find ‘em fresher on pointy-‘eads island."	Lion legs	faction	1		true
wh2_dlc15_food_animal_4	"Skin dem first, make nice belt!"	Lizard meat	faction	1		true
wh2_dlc15_food_animal_5	"Already ‘alf cooked ta stop regeneratin’, but best cook ‘til black!"	Troll meat	faction	1		true
wh2_dlc15_food_bird_1	"They’s well tasty! Me would know, bit dem off meself."	 	faction	1		true
wh2_dlc15_food_bird_2	"No meat’s more exotic! If ya like spicy n' chewy, nuthin betta!"	Dragon Meat	faction	1		true
wh2_dlc15_food_bird_3	"Good for tooth pickin’, or grind n’ sprinkle in nice stew."	Eagle Talons	faction	1		true
wh2_dlc15_food_bird_4	"Stoopid Harpies tried ta 'tack me in Troll Country. Dey’s not flyin’ no more!"	Harpy Wings	faction	1		true
wh2_dlc15_food_bird_5	"Big killy bird near ‘ad me but ate it in da end. Da claws all wot's left…	Phoenix Claws	faction	1		true
wh2_dlc15_food_challenge_initialize_dummy	The Hag is a creature of great power whose rewards can help your gastronomic ambitions!	Cooking Challenge	faction	1	random_food_ingredient.png	false
wh2_dlc15_food_dish_1	dish 1	dish 1	character	1		true
wh2_dlc15_food_dish_10	dish 10	dish 10	character	1		true
wh2_dlc15_food_dish_2	dish 2	dish 2	character	1		true
wh2_dlc15_food_dish_3	dish 3	dish 3	character	1		true
wh2_dlc15_food_dish_4	dish 4	dish 4	character	1		true
wh2_dlc15_food_dish_5	dish 5	dish 5	character	1		true
wh2_dlc15_food_dish_6	dish 6	dish 6	character	1		true
wh2_dlc15_food_dish_7	dish 7	dish 7	character	1		true
wh2_dlc15_food_dish_8	dish 8	dish 8	character	1		true
wh2_dlc15_food_dish_9	dish 9	dish 9	character	1		true
wh2_dlc15_food_fish_1	"Da fleshy bit’s inside, but me likes eatin’ da shell too!"	Ocean Clams	faction	1		true
wh2_dlc15_food_fish_2	"Few things tastier in da sea. Except maybe dem Elf-sailors."	Hard shell Crab	faction	1		true
wh2_dlc15_food_fish_3	"Me used ta keep dem as pets in me pond, but dey’s too tasty for dat."	Gold fish	faction	1		true
wh2_dlc15_food_fish_4	"If ya don’t prepare dem proper, they's lethal. But dat’s wot makes dem tasty!"	Puffer fish	faction	1		true
wh2_dlc15_food_fish_5	"Careful of dem suckas, took months ta pull off da last one wot stuck on me!"	Tentacles	faction	1		true
wh2_dlc15_food_ingredient_unlock_10_dummy	"Big killy bird near ‘ad me but me 'ad it for dinna. Da claws all wot's left!"	Phoenix Claws	faction	1	random_food_ingredient.png	false
