effect_bundles_to_effects_junctions_tables	2
effect_bundle_key	effect_key	effect_scope	value	advancement_stage
wh2_dlc11_payload_incident_armoury_acquisition	wh2_dlc11_cst_ammo_infantry_ranged	faction_to_force_own	10.0	start_turn_completed
wh2_dlc11_payload_incident_armoury_acquisition	wh2_dlc11_cst_missile_damage_infantry_ranged	faction_to_force_own	15.0	start_turn_completed
wh2_dlc11_payload_incident_armoury_acquisition	wh2_dlc11_cst_missile_range_increase_infantry_ranged	faction_to_force_own	20.0	start_turn_completed
wh2_dlc11_payload_incident_dissenting_voices	wh_main_effect_public_order_events	faction_to_province_own	-4.0	start_turn_completed
wh2_dlc11_payload_incident_favourable_winds	wh2_dlc10_effect_faction_all_campaign_movement_range	faction_to_force_own	20.0	start_turn_completed
wh2_dlc11_payload_incident_incompetent_escorts	wh_main_effect_force_all_campaign_raid_income	faction_to_force_own	50.0	start_turn_completed
wh2_dlc11_payload_incident_mass_exodus	wh_main_effects_province_growth_faction	faction_to_province_own	-20.0	start_turn_completed
wh2_dlc11_payload_incident_overflowing_with_power	wh2_main_effect_force_stat_mod_miscast_chance	faction_to_force_own	25.0	start_turn_completed
wh2_dlc11_payload_incident_overflowing_with_power	wh2_main_magic_pool_factionwide	faction_to_force_own	15.0	start_turn_completed
wh2_dlc11_payload_incident_overflowing_with_power	wh_main_effect_military_force_winds_of_magic_depletion_mod_events	faction_to_force_own	20.0	start_turn_completed
wh2_dlc11_payload_incident_perfect_cover	wh_main_effect_force_army_campaign_ambush_attack_success_chance	faction_to_force_own_unseen	30.0	start_turn_completed
wh2_dlc11_payload_incident_rotten_weather	wh2_dlc11_effect_morale_increase_cst_all_infantry	faction_to_force_own	-6.0	start_turn_completed
wh2_dlc11_payload_incident_rotten_weather	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	-8.0	start_turn_completed
wh2_dlc11_payload_incident_shallow_graves	wh2_dlc11_effect_recruitment_cost_reduction_cst_infantry	force_to_force_own_factionwide	-20.0	start_turn_completed
wh2_dlc11_payload_incident_shallow_graves	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	20.0	start_turn_completed
wh2_dlc11_payload_incident_stolen_schematics	wh_main_effect_technology_research_points_mod	faction_to_faction_own_unseen	50.0	start_turn_completed
wh2_dlc11_payload_incident_strength_from_shyish	wh2_dlc11_cst_magic_resistance_all_infantry	faction_to_force_own	15.0	start_turn_completed
wh2_dlc11_payload_incident_strength_from_shyish	wh2_dlc11_cst_melee_defence_all_infantry	faction_to_force_own	6.0	start_turn_completed
wh2_dlc11_payload_incident_strength_from_shyish	wh2_dlc11_effect_morale_increase_cst_all_infantry	faction_to_force_own	8.0	start_turn_completed
wh2_dlc11_payload_incident_unnatural_talent	wh_main_effect_agent_action_cost_mod	faction_to_character_own	-50.0	start_turn_completed
wh2_dlc11_payload_incident_unnatural_talent	wh_main_effect_agent_action_success_chance	faction_to_character_own	50.0	start_turn_completed
wh2_dlc11_payload_morale_versus_norsca	wh_dlc08_effect_bonus_morale_fighting_against_norsca	faction_to_force_own	10.0	start_turn_completed
wh2_dlc11_payload_morale_versus_vampire_coast	wh2_dlc11_effect_bonus_morale_fighting_against_vampire_coasts	faction_to_force_own	10.0	start_turn_completed
wh2_dlc11_post_battle_cst_share_the_loot_xp	wh2_dlc11_effect_character_mod_loyalty_dummy	force_to_force_own	1.0	start_turn_completed
wh2_dlc11_post_battle_cst_share_the_loot_xp	wh_main_effect_agent_action_outcome_parent_army_xp_gain	general_to_force_own	50.0	start_turn_completed
wh2_dlc11_post_battle_cst_share_the_loot	wh2_dlc11_effect_character_mod_loyalty_dummy	character_to_character_own	1.0	start_turn_completed
wh2_dlc11_ritual_cst_eternal_service	wh2_dlc11_effect_character_mod_loyalty_no_decline_dummy	faction_to_character_own_unseen	1.0	start_turn_completed
wh2_dlc11_ritual_cst_eternal_service	wh2_dlc11_effect_character_mod_loyalty_per_turn_dummy	faction_to_character_own_unseen	50.0	start_turn_completed
wh2_dlc11_ritual_cst_eternal_service	wh_main_effect_public_order_global	faction_to_province_own	5.0	start_turn_completed
wh2_dlc11_ritual_cst_queens_cannon	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	15.0	start_turn_completed
wh2_dlc11_ritual_cst_sea_mist	wh2_dlc11_effect_force_army_campaign_attrition_cursed_mist_immunity	faction_to_force_own	1.0	start_turn_completed
wh2_dlc11_ritual_cst_sea_mist	wh2_dlc11_effect_rite_cst_4_mist	faction_to_faction_own_unseen	1.0	start_turn_completed
wh2_dlc11_ritual_cst_sea_mist	wh2_dlc11_effect_rite_vanguard_monsters	faction_to_army_own_unseen	1.0	start_turn_completed
wh2_dlc11_ritual_def_anath_raema	wh2_dlc11_effect_corsair_fear	faction_to_force_own_unseen	1.0	start_turn_completed
wh2_dlc11_ritual_def_anath_raema	wh2_dlc11_effect_corsair_stalk	faction_to_force_own_unseen	1.0	start_turn_completed
wh2_dlc11_ritual_def_anath_raema	wh2_dlc11_effect_ritual_def_anath_raema_kharibdyss	faction_to_force_own_unseen	20.0	start_turn_completed
wh2_dlc11_ritual_def_anath_raema	wh2_main_effect_character_stat_add_ap_damage_corsairs_missile	faction_to_force_own_unseen	100.0	start_turn_completed
wh2_dlc11_ror_reward_1	wh2_dlc11_effect_ror_reward_dummy_1	faction_to_faction_own_unseen	1.0	start_turn_completed
wh2_dlc11_ror_reward_2	wh2_dlc11_effect_ror_reward_dummy_2	faction_to_faction_own_unseen	1.0	start_turn_completed
wh2_dlc11_ror_reward_3	wh2_dlc11_effect_ror_reward_dummy_3	faction_to_faction_own_unseen	1.0	start_turn_completed
wh2_dlc11_ror_reward_4	wh2_dlc11_effect_ror_reward_dummy_4	faction_to_faction_own_unseen	1.0	start_turn_completed
wh2_dlc11_ror_reward_5	wh2_dlc11_effect_ror_reward_dummy_5	faction_to_faction_own_unseen	1.0	start_turn_completed
wh2_dlc11_ror_reward_6	wh2_dlc11_effect_ror_reward_dummy_6	faction_to_faction_own_unseen	1.0	start_turn_completed
wh2_dlc11_ror_reward_7	wh2_dlc11_effect_ror_reward_dummy_7	faction_to_faction_own_unseen	1.0	start_turn_completed
wh2_dlc11_ror_reward_8	wh2_dlc11_effect_ror_reward_dummy_8	faction_to_faction_own_unseen	1.0	start_turn_completed
wh2_dlc11_vmp_ritual_bloodline_awaken_blood_dragon_bundle_01	wh_main_effect_force_army_battle_cavalry_melee_damage	faction_to_force_own	10.0	start_turn_completed
wh2_dlc11_vmp_ritual_bloodline_awaken_blood_dragon_bundle_02	wh2_main_effect_captives_unit_xp	faction_to_force_own	100.0	start_turn_completed
wh2_dlc11_vmp_ritual_bloodline_awaken_blood_dragon_bundle_02	wh_main_effect_force_army_battle_cavalry_melee_damage	faction_to_force_own	10.0	start_turn_completed
wh2_dlc11_vmp_ritual_bloodline_awaken_blood_dragon_bundle_03	wh2_dlc11_effect_force_army_campaign_attrition_immunity_land_of_living_blood_dragon	faction_to_force_own	1.0	start_turn_completed
wh2_dlc11_vmp_ritual_bloodline_awaken_blood_dragon_bundle_03	wh2_main_effect_captives_unit_xp	faction_to_force_own	100.0	start_turn_completed
wh2_dlc11_vmp_ritual_bloodline_awaken_blood_dragon_bundle_03	wh_main_effect_force_army_battle_cavalry_melee_damage	faction_to_force_own	10.0	start_turn_completed
wh2_dlc11_vmp_ritual_bloodline_awaken_lahmian_bundle_01	wh2_dlc11_effect_upkeep_reduction_unembedded_vmp_agents	faction_to_character_own_unseen	-50.0	start_turn_completed
wh2_dlc11_vmp_ritual_bloodline_awaken_lahmian_bundle_01	wh2_dlc11_effect_upkeep_reduction_vmp_agents	faction_to_force_own_unseen	-50.0	start_turn_completed
wh2_dlc11_vmp_ritual_bloodline_awaken_lahmian_bundle_02	wh2_dlc11_effect_upkeep_reduction_unembedded_vmp_agents	faction_to_character_own_unseen	-50.0	start_turn_completed
wh2_dlc11_vmp_ritual_bloodline_awaken_lahmian_bundle_02	wh2_dlc11_effect_upkeep_reduction_vmp_agents	faction_to_force_own_unseen	-50.0	start_turn_completed
wh2_dlc11_vmp_ritual_bloodline_awaken_lahmian_bundle_02	wh_main_effect_force_unit_stat_fatigue_resistance_medium	faction_to_force_own	-8.0	start_turn_completed
wh2_dlc11_vmp_ritual_bloodline_awaken_lahmian_bundle_03	wh2_dlc11_effect_upkeep_reduction_unembedded_vmp_agents	faction_to_character_own_unseen	-50.0	start_turn_completed
wh2_dlc11_vmp_ritual_bloodline_awaken_lahmian_bundle_03	wh2_dlc11_effect_upkeep_reduction_vmp_agents	faction_to_force_own_unseen	-50.0	start_turn_completed
wh2_dlc11_vmp_ritual_bloodline_awaken_lahmian_bundle_03	wh2_main_effect_stance_line_of_sight_mod	faction_to_character_own	150.0	start_turn_completed
wh2_dlc11_vmp_ritual_bloodline_awaken_lahmian_bundle_03	wh_main_effect_force_unit_stat_fatigue_resistance_medium	faction_to_force_own	-8.0	start_turn_completed
wh2_dlc11_vmp_ritual_bloodline_awaken_necrarch_bundle_01	wh_main_effect_technology_research_points	faction_to_faction_own_unseen	25.0	start_turn_completed
wh2_dlc11_vmp_ritual_bloodline_awaken_necrarch_bundle_02	wh_main_effect_military_force_winds_of_magic_starting_mod	faction_to_force_own	20.0	start_turn_completed
wh2_dlc11_vmp_ritual_bloodline_awaken_necrarch_bundle_02	wh_main_effect_technology_research_points	faction_to_faction_own_unseen	25.0	start_turn_completed
wh2_dlc11_vmp_ritual_bloodline_awaken_necrarch_bundle_03	wh_main_effect_force_all_campaign_upkeep	faction_to_force_own	-10.0	start_turn_completed
wh2_dlc11_vmp_ritual_bloodline_awaken_necrarch_bundle_03	wh_main_effect_military_force_winds_of_magic_starting_mod	faction_to_force_own	20.0	start_turn_completed
wh2_dlc11_vmp_ritual_bloodline_awaken_necrarch_bundle_03	wh_main_effect_technology_research_points	faction_to_faction_own_unseen	25.0	start_turn_completed
wh2_dlc11_vmp_ritual_bloodline_awaken_strigoi_bundle_01	wh_main_effect_force_army_campaign_ambush_attack_success_chance	faction_to_force_own	20.0	start_turn_completed
wh2_dlc11_vmp_ritual_bloodline_awaken_strigoi_bundle_02	wh_main_effect_force_army_campaign_ambush_attack_success_chance	faction_to_force_own	20.0	start_turn_completed
wh2_dlc11_vmp_ritual_bloodline_awaken_strigoi_bundle_02	wh_main_effect_religion_conversion_undeath_events	faction_to_province_own	5.0	start_turn_completed
wh2_dlc11_vmp_ritual_bloodline_awaken_strigoi_bundle_03	wh_main_effect_force_army_campaign_ambush_attack_success_chance	faction_to_force_own	20.0	start_turn_completed
wh2_dlc11_vmp_ritual_bloodline_awaken_strigoi_bundle_03	wh_main_effect_public_order_penalty_other_religions	faction_to_province_own	-60.0	start_turn_completed
wh2_dlc11_vmp_ritual_bloodline_awaken_strigoi_bundle_03	wh_main_effect_religion_conversion_undeath_events	faction_to_province_own	5.0	start_turn_completed
wh2_dlc11_vmp_ritual_bloodline_awaken_von_carstein_bundle_01	wh2_dlc11_vmp_skill_unique_von_carstein_unit_recuitment_sylvanian_crossbowmen_dummy	faction_to_force_own_unseen	1.0	start_turn_completed
wh2_dlc11_vmp_ritual_bloodline_awaken_von_carstein_bundle_01	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	20.0	start_turn_completed
wh2_dlc11_vmp_ritual_bloodline_awaken_von_carstein_bundle_02	wh2_dlc11_vmp_skill_unique_von_carstein_unit_recuitment_sylvanian_crossbowmen_dummy	faction_to_force_own_unseen	1.0	start_turn_completed
wh2_dlc11_vmp_ritual_bloodline_awaken_von_carstein_bundle_02	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	20.0	start_turn_completed
wh2_dlc11_vmp_ritual_bloodline_awaken_von_carstein_bundle_02	wh_main_effect_public_order_faction	faction_to_province_own	5.0	start_turn_completed
wh2_dlc11_vmp_ritual_bloodline_awaken_von_carstein_bundle_03	wh2_dlc11_vmp_skill_unique_von_carstein_unit_recuitment_sylvanian_crossbowmen_dummy	faction_to_force_own_unseen	1.0	start_turn_completed
wh2_dlc11_vmp_ritual_bloodline_awaken_von_carstein_bundle_03	wh2_dlc11_vmp_skill_unique_von_carstein_unit_recuitment_sylvanian_handgunners_dummy	faction_to_faction_own_unseen	1.0	start_turn_completed
wh2_dlc11_vmp_ritual_bloodline_awaken_von_carstein_bundle_03	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	20.0	start_turn_completed
wh2_dlc11_vmp_ritual_bloodline_awaken_von_carstein_bundle_03	wh_main_effect_public_order_faction	faction_to_province_own	5.0	start_turn_completed
wh2_dlc11_vmp_ritual_bloodline_awaken	wh2_dlc09_effect_increase_army_capacity_dummy	faction_to_faction_own_unseen	1.0	start_turn_completed
wh2_dlc12_bundle_agent_action_engineer_hinder_settlement_success_actor	wh2_dlc12_effect_agent_action_disable_engineer_hinder_settlement_expand_underempire	character_to_character_own	-999999.0	end_turn_completed
wh2_dlc12_bundle_agent_action_kroak_hinder_settlement_success_lord_kroak_settlement	wh2_dlc12_effect_agent_action_success_chance_kroak_hinder_settlement_settlement	character_to_character_own	1.0	end_turn_completed
wh2_dlc12_bundle_agent_action_kroak_hinder_settlement_success_lord_kroak_walls	wh2_dlc12_effect_agent_action_success_chance_kroak_hinder_settlement_walls	character_to_character_own	1.0	end_turn_completed
wh2_dlc12_bundle_magic_standard_cape_of_sniper	wh_main_effect_character_stat_mod_missile_damage	character_to_character_own_banner	12.0	start_turn_completed
wh2_dlc12_bundle_magic_standard_cape_of_sniper	wh_main_effect_character_stat_mod_ward_save_missile	character_to_character_own_banner	10.0	start_turn_completed
wh2_dlc12_bundle_magic_standard_cape_of_sniper	wh_main_effect_unit_enable_attribute_stalk	character_to_character_own_banner	1.0	start_turn_completed
wh2_dlc12_bundle_magic_standard_incendiary_rounds	wh2_main_effect_character_stat_enable_flaming_attacks	character_to_character_own_banner	1.0	start_turn_completed
wh2_dlc12_bundle_magic_standard_incendiary_rounds	wh_main_effect_character_stat_mod_missile_damage	character_to_character_own_banner	12.0	start_turn_completed
wh2_dlc12_bundle_magic_standard_tracer_rounds	wh2_dlc12_projectile_replacement_ratlingun_tracer	character_to_character_own_banner	1.0	start_turn_completed
wh2_dlc12_bundle_magic_standard_tracer_rounds	wh_main_effect_character_stat_mod_missile_damage	character_to_character_own_banner	12.0	start_turn_completed
wh2_dlc12_bundle_underempire_army_spawn	wh2_main_effect_character_mod_loyalty_new_turn	force_to_general_own	2.0	start_turn_completed
wh2_dlc12_bundle_underempire_army_spawn	wh_main_effect_conquest_enable_night_battles	force_to_general_own	1.0	start_turn_completed
wh2_dlc12_bundle_underempire_army_spawn	wh_main_effect_force_all_campaign_recruitment_cost_all	force_to_force_own	1000.0	start_turn_completed
wh2_dlc12_bundle_underempire_army_spawn	wh_main_effect_force_all_campaign_upkeep	force_to_force_own	-100.0	start_turn_completed
wh2_dlc12_bundle_underempire_army_spawn	wh_main_effect_unit_enable_attribute_guerrilla_deployment	army_to_army_own	1.0	start_turn_completed
wh2_dlc12_bundle_underempire_cooldown	wh2_dlc12_effect_agent_action_disable_engineer_hinder_settlement_expand_underempire	faction_to_character_own_agents	-999999.0	start_turn_completed
wh2_dlc12_bundle_underempire_cooldown	wh2_dlc12_effect_agent_action_disable_engineer_hinder_settlement_expand_underempire_unique	faction_to_character_own_agents	-999999.0	start_turn_completed
wh2_dlc12_force_temporary_replenish	wh_main_effect_force_all_campaign_replenishment_rate	force_to_force_own	10.0	start_turn_completed
wh2_dlc12_ikit_workshop_doomflayer_part_0	wh2_dlc12_skv_passive_enable_doomflayer_character_overload	faction_to_force_own	1.0	start_turn_completed
wh2_dlc12_ikit_workshop_doomflayer_part_1	wh2_dlc12_skaven_doomflayer_bonus_vs_small	faction_to_force_own	8.0	start_turn_completed
wh2_dlc12_ikit_workshop_doomflayer_part_1	wh2_dlc12_skaven_doomflayer_charge_bonus	faction_to_force_own	15.0	start_turn_completed
wh2_dlc12_ikit_workshop_doomflayer_part_2	wh2_dlc12_skaven_doomflayer_character_miscast_chance	faction_to_force_own	-15.0	start_turn_completed
wh2_dlc12_ikit_workshop_doomflayer_part_2	wh2_main_effect_magic_ruin_reduce_wom_cost_skaven_scorch	faction_to_character_own	-3.0	start_turn_completed
wh2_dlc12_ikit_workshop_doomflayer_part_2	wh2_main_effect_magic_ruin_reduce_wom_cost_skaven_scorch_upgrade	faction_to_character_own	-4.0	start_turn_completed
wh2_dlc12_ikit_workshop_doomflayer_part_3	wh2_dlc12_skaven_doomflayer_character_morale	faction_to_force_own	12.0	start_turn_completed
wh2_dlc12_ikit_workshop_doomflayer_part_3	wh2_dlc12_skaven_doomflayer_character_morale_aura_effect	faction_to_force_own	6.0	start_turn_completed
wh2_dlc12_ikit_workshop_doomflayer_part_4	wh2_dlc12_passive_enable_skaven_doomflayer_blade_swirl	faction_to_force_own	1.0	start_turn_completed
wh2_dlc12_ikit_workshop_doomflayer_part_5	wh2_dlc12_skv_passive_enable_doomflayer_character_warpstone_detonation	faction_to_force_own	1.0	start_turn_completed
wh2_dlc12_ikit_workshop_doomflayer_part_6	wh2_dlc12_skaven_doomflayer_damage	faction_to_force_own	12.0	start_turn_completed
wh2_dlc12_ikit_workshop_doomflayer_part_6	wh2_dlc12_skaven_doomflayer_melee_attack	faction_to_force_own	10.0	start_turn_completed
wh2_dlc12_ikit_workshop_doomflayer_part_7	wh2_dlc12_skaven_doomflayer_character_stalker	faction_to_force_own	1.0	start_turn_completed
wh2_dlc12_ikit_workshop_doomflayer_part_8	wh2_dlc12_skaven_doomflayer_melee_defence	faction_to_force_own	10.0	start_turn_completed
wh2_dlc12_ikit_workshop_doomflayer_part_8	wh2_dlc12_skaven_doomflayer_ward_save	faction_to_force_own	12.0	start_turn_completed
wh2_dlc12_ikit_workshop_doomflayer_part_9	wh2_dlc12_skaven_doomflayer_speed	faction_to_force_own	15.0	start_turn_completed
wh2_dlc12_ikit_workshop_doomflayer_part_9	wh2_dlc12_skaven_doomflayer_vanguard_deployment	faction_to_force_own	1.0	start_turn_completed
wh2_dlc12_ikit_workshop_doomwheel_part_0	wh2_dlc12_skaven_doomwheel_charge_bonus	faction_to_force_own	15.0	start_turn_completed
wh2_dlc12_ikit_workshop_doomwheel_part_0	wh2_dlc12_skaven_doomwheel_movement_speed	faction_to_force_own	12.0	start_turn_completed
wh2_dlc12_ikit_workshop_doomwheel_part_1	wh2_main_effect_magic_ruin_cooldown_warp_lightning	faction_to_character_own	-10.0	start_turn_completed
wh2_dlc12_ikit_workshop_doomwheel_part_2	wh2_dlc12_skaven_doomwheel_reload_speed	faction_to_force_own	10.0	start_turn_completed
wh2_dlc12_ikit_workshop_doomwheel_part_3	wh2_dlc12_skaven_doomwheel_character_missile_damage	faction_to_force_own	14.0	start_turn_completed
wh2_dlc12_ikit_workshop_doomwheel_part_3	wh2_dlc12_skaven_doomwheel_character_multi_shot	faction_to_character_own	1.0	start_turn_completed
wh2_dlc12_ikit_workshop_doomwheel_part_4	wh2_dlc12_skaven_doomwheel_character_melee_damage	faction_to_force_own	12.0	start_turn_completed
wh2_dlc12_ikit_workshop_doomwheel_part_4	wh2_dlc12_skaven_doomwheel_character_vs_small	faction_to_force_own	10.0	start_turn_completed
wh2_dlc12_ikit_workshop_doomwheel_part_5	wh2_dlc12_skaven_doomwheel_multi_shot	faction_to_force_own	1.0	start_turn_completed
wh2_dlc12_ikit_workshop_doomwheel_part_6	wh2_dlc12_skaven_doomwheel_melee_defence	faction_to_force_own	10.0	start_turn_completed
wh2_dlc12_ikit_workshop_doomwheel_part_6	wh2_dlc12_skaven_doomwheel_strider	faction_to_force_own	1.0	start_turn_completed
wh2_dlc12_ikit_workshop_doomwheel_part_7	wh2_dlc12_skaven_doomwheel_character_perfect_vigour	faction_to_force_own	1.0	start_turn_completed
wh2_dlc12_ikit_workshop_doomwheel_part_8	wh2_dlc12_skaven_doomwheel_character_armour	faction_to_force_own	15.0	start_turn_completed
wh2_dlc12_ikit_workshop_doomwheel_part_8	wh2_dlc12_skaven_doomwheel_character_magic_resistance	faction_to_force_own	22.0	start_turn_completed
wh2_dlc12_ikit_workshop_doomwheel_part_9	wh2_dlc12_skaven_doomwheel_armour	faction_to_force_own	15.0	start_turn_completed
wh2_dlc12_ikit_workshop_doomwheel_part_9	wh2_dlc12_skaven_doomwheel_missile_resistance	faction_to_force_own	12.0	start_turn_completed
wh2_dlc12_ikit_workshop_gatling_part_0	wh2_dlc12_skaven_ratling_ammo	faction_to_force_own	10.0	start_turn_completed
wh2_dlc12_ikit_workshop_gatling_part_0	wh2_dlc12_skaven_ratling_missile_damage	faction_to_force_own	12.0	start_turn_completed
wh2_dlc12_ikit_workshop_gatling_part_1	wh2_dlc12_skaven_ratling_passive_ability_endless_drum	faction_to_force_own	1.0	start_turn_completed
wh2_dlc12_ikit_workshop_gatling_part_2	wh2_dlc12_skaven_ratling_reload_speed	faction_to_force_own	15.0	start_turn_completed
wh2_dlc12_ikit_workshop_jezail_part_0	wh2_dlc12_skaven_jezzail_ability_hawkish_precision	faction_to_force_own	1.0	start_turn_completed
wh2_dlc12_ikit_workshop_jezail_part_1	wh2_dlc12_skaven_jezzail_ap_damage	faction_to_force_own	25.0	start_turn_completed
wh2_dlc12_ikit_workshop_jezail_part_1	wh2_dlc12_skaven_jezzail_range	faction_to_force_own	12.0	start_turn_completed
wh2_dlc12_ikit_workshop_jezail_part_2	wh2_dlc12_skaven_jezzail_missile_resistance	faction_to_force_own	15.0	start_turn_completed
wh2_dlc12_ikit_workshop_jezail_part_2	wh2_dlc12_skaven_jezzail_stalker	faction_to_force_own	1.0	start_turn_completed
wh2_dlc12_ikit_workshop_nuke_part_0	wh_main_effect_military_force_winds_of_magic_starting_mod	faction_to_force_own	5.0	start_turn_completed
wh2_dlc12_ikit_workshop_nuke_part_1	wh2_dlc12_pooled_resource_nuke_cap	faction_to_faction_own_unseen	3.0	start_turn_completed
wh2_dlc12_ikit_workshop_nuke_part_2	wh2_dlc12_ikit_workshop_nuke_part_2_dummy	faction_to_faction_own_unseen	100.0	start_turn_completed
wh2_dlc12_ikit_workshop_nuke_part_3	wh2_dlc12_ikit_workshop_nuke_part_3_dummy	faction_to_faction_own_unseen	10.0	start_turn_completed
wh2_dlc12_ikit_workshop_nuke_part_4	wh2_dlc12_ikit_workshop_nuke_part_4_dummy	faction_to_faction_own_unseen	25.0	start_turn_completed
wh2_dlc12_ikit_workshop_nuke_part_5	wh2_dlc12_ikit_workshop_nuke_part_5_dummy	faction_to_faction_own_unseen	1.0	start_turn_completed
wh2_dlc12_ikit_workshop_poison_wind_globaldier_0	wh2_dlc14_skv_anti_large_projectile_posion_wind_globaldier	faction_to_force_own	1.0	start_turn_completed
wh2_dlc12_ikit_workshop_poison_wind_globaldier_1	wh2_dlc14_skv_missile_damage_poison_wind_globaldier	faction_to_force_own	15.0	start_turn_completed
wh2_dlc12_ikit_workshop_poison_wind_globaldier_2	wh2_dlc14_skv_armour_piercing_damage_poison_wind_globaldier	faction_to_force_own	14.0	start_turn_completed
wh2_dlc12_ikit_workshop_poison_wind_globaldier_2	wh2_dlc14_skv_cause_fear_posion_wind_globaldier	faction_to_force_own	1.0	start_turn_completed
wh2_dlc12_ikit_workshop_poison_wind_globaldier_2	wh2_dlc14_skv_melee_attack_posion_wind_globaldier	faction_to_force_own	25.0	start_turn_completed
wh2_dlc12_ikit_workshop_poison_wind_mortar_0	wh2_dlc14_skv_reload_poison_wind_mortar	faction_to_force_own	15.0	start_turn_completed
wh2_dlc12_ikit_workshop_poison_wind_mortar_1	wh2_dlc14_projectile_replacement_poison_wind_mortar_alt	faction_to_force_own	1.0	start_turn_completed
wh2_dlc12_ikit_workshop_poison_wind_mortar_2	wh2_dlc14_skv_range_poison_wind_mortar	faction_to_force_own	12.0	start_turn_completed
wh2_dlc12_ikit_workshop_tier_1	wh2_dlc12_workshop_schematic_1_dummy	faction_to_faction_own_unseen	1.0	start_turn_completed
wh2_dlc12_ikit_workshop_tier_1	wh2_main_effect_agent_cap_increase_skv_warlock_engineer	faction_to_faction_own_unseen	2.0	start_turn_completed
wh2_dlc12_ikit_workshop_tier_2	wh2_dlc12_workshop_schematic_2_dummy	faction_to_faction_own_unseen	1.0	start_turn_completed
wh2_dlc12_ikit_workshop_tier_2	wh2_main_effect_agent_recruitment_xp_skv_warlock_engineer	faction_to_province_own_unseen	2.0	start_turn_completed
wh2_dlc12_ikit_workshop_tier_3	wh2_dlc12_workshop_schematic_3_dummy	faction_to_faction_own_unseen	1.0	start_turn_completed
wh2_dlc12_ikit_workshop_tier_4	wh2_dlc12_workshop_reduce_wom_cost_ruin	faction_to_character_own	-20.0	start_turn_completed
wh2_dlc12_ikit_workshop_tier_4	wh2_dlc12_workshop_schematic_4_dummy	faction_to_faction_own_unseen	1.0	start_turn_completed
wh2_dlc12_ikit_workshop_tier_4	wh_main_effect_technology_research_points_mod	faction_to_faction_own_unseen	15.0	start_turn_completed
wh2_dlc12_ikit_workshop_warpfire_part_0	wh2_dlc12_skaven_warpfire_multi_shot	faction_to_force_own	1.0	start_turn_completed
wh2_dlc12_ikit_workshop_warpfire_part_1	wh2_dlc12_skaven_warpfire_armour	faction_to_force_own	25.0	start_turn_completed
wh2_dlc12_ikit_workshop_warpfire_part_1	wh2_dlc12_skaven_warpfire_fire_resistance	faction_to_force_own	25.0	start_turn_completed
wh2_dlc12_ikit_workshop_warpfire_part_2	wh2_dlc12_skaven_warpfire_missile_damage	faction_to_force_own	10.0	start_turn_completed
wh2_dlc12_ikit_workshop_warpgrinder_0	wh2_dlc14_skv_melee_attack_warp_grinder	faction_to_force_own	30.0	start_turn_completed
wh2_dlc12_ikit_workshop_warpgrinder_1	wh2_dlc14_skv_ability_enable_witness_me_warp_grinder	faction_to_force_own	1.0	start_turn_completed
wh2_dlc12_ikit_workshop_warpgrinder_2	wh2_dlc14_skv_expendable_warp_grinder	faction_to_force_own	1.0	start_turn_completed
wh2_dlc12_ikit_workshop_warpgrinder_2	wh2_dlc14_skv_regeneration_warp_grinder	faction_to_force_own	1.0	start_turn_completed
wh2_dlc12_lord_trait_lzd_lord_tehenhauin	wh2_dlc12_effect_faction_effect_saurus_recruitment_dummy	faction_to_faction_own_unseen	200.0	start_turn_completed
wh2_dlc12_lord_trait_lzd_lord_tehenhauin	wh2_dlc12_effect_faction_effect_tehenhauin_plaque_of_sotek_dummy	faction_to_faction_own_unseen	1.0	start_turn_completed
wh2_dlc12_lord_trait_lzd_lord_tehenhauin	wh2_dlc12_faction_trait_ritual_cost_tehenhauin	faction_to_faction_own_unseen	-75.0	start_turn_completed
wh2_dlc12_lord_trait_lzd_lord_tiktaqto	wh2_dlc12_effect_faction_effect_skink_terradon_mount_dummy	faction_to_character_own_unseen	1.0	start_turn_completed
wh2_dlc12_lord_trait_lzd_lord_tiktaqto	wh2_dlc12_effect_faction_effect_tiktaqto_unique_rite_dummy	faction_to_faction_own_unseen	1.0	start_turn_completed
wh2_dlc12_lord_trait_lzd_lord_tiktaqto	wh2_dlc12_effect_faction_effect_tiktaqto_upgraded_terradon_ability_dummy	faction_to_force_own_unseen	1.0	start_turn_completed
wh2_dlc12_lord_trait_lzd_lord_tiktaqto	wh2_dlc12_lzd_tiktaqto_enable_terradon_drop_rocks_0_ror_uses_mod	faction_to_force_own_unseen	1.0	start_turn_completed
wh2_dlc12_lord_trait_lzd_lord_tiktaqto	wh_main_effect_agent_field_line_of_sight_mod	faction_to_character_own	25.0	start_turn_completed
wh2_dlc12_lord_trait_skv_lord_ikit_claw	wh2_dlc12_effect_faction_effect_construction_cost_mod_skv_engineering	faction_to_region_own_unseen	-40.0	start_turn_completed
